id,name,slug,address,city,state,zip,phone,email,license_type,lat,lon,is_published
333172,Oasis Cannabis Co - Midtown,oasis-cannabis-co-3,3500 Menaul Blvd NE Suite 6,Albuquerque,New Mexico,87107,(505) 312-7973,help@oasiscannabisnm.com,hybrid,35.10916,-106.60514,true
363042,Cookies Weed Dispensary - Sunland Park,cookies-sunland-park,1500 Appaloosa St Suite B,Sunland Park,New Mexico,88063,(575) 332-4599,Info@cookies-sunland.co,hybrid,31.801942,-106.565009,true
323764,Deming Cannabis Company,deming-cannabis-company,1113 W Spruce Street,Deming,New Mexico,88030,(575) 936-4078,demingcannabiscompany@gmail.com,hybrid,32.266565,-107.771905,true
401787,Fly High NM,fly-high-nm-1,4001 San Mateo Blvd NE,Albuquerque,New Mexico,87110,(505) 508-1471,Flyhighdispo@gmail.com,hybrid,35.12678,-106.586888,true
328422,Enchanted Botanicals NM - Central/Nob Hill,enchanted-botanicals-central,3417 Central Ave SE,Albuquerque,New Mexico,87106,(505) 503-6046,info@enchantedbotanicalsnm.com,hybrid,35.08023,-106.606265,true
354222,Amigos Cannabis - Las Cruces,amigos-cannabis-las-cruces,3330 Rinconada Blvd Ste A,Las Cruces,New Mexico,88011,(575) 652-4998,jeremy.ross@andretticannabis.com,hybrid,32.362452,-106.746179,true
319093,Enchanted Botanicals NM - Menaul,enchanted-botanicals-cannabis,5737 Menaul Blvd. NE,Albuquerque,New Mexico,87110,(505) 639-4691,info@enchantedbotanicalsnm.com,hybrid,35.109495,-106.580024,true
317286,Vana Society - Texico,vana-society-1,205 Wheeler Ave,Texico,New Mexico,88135,(575) 530-0400,hello@vanasociety.com,hybrid,34.388385,-103.0449,true
349274,Oasis Cannabis - Osuna,oasis-cannabis-osuna,141 Osuna Rd NW Suite B,Albuquerque,New Mexico,87107,(505) 622-4259,koueis@oasiscannabisnm.com,recreational,35.152862,-106.630611,true
337752,Luna Leaf LLC,luna-leaf-llc,2017 Ridgecrest Drive SE,Albuquerque,New Mexico,87108,(505) 219-3192,gerber@lunaleafnm.com,hybrid,35.05867,-106.58741,true
328191,Top Crop - Sunland Park,top-crop-nm-sunland-park,1621 Appaloosa Dr,Sunland Park,New Mexico,88063,(575) 332-4413,brian@topcropor.com,hybrid,31.80102,-106.56593,true
354526,Oasis Cannabis Co - UNM Area,oasis-cannabis-unm-area,2720 Central Ave SE Suite F-G,Albuquerque,New Mexico,87106,(888) 505-3947,help@oasiscannabisnm.com,recreational,35.080712,-106.614915,true
382942,EmpireGarden,empiregarden,1144 MCNUTT,Sunland Park,New Mexico,88063,(915) 955-1565,empiredispo1144@gmail.com,hybrid,31.801941,-106.542272,true
354528,Oasis Cannabis Co - Menaul,oasis-cannabis-menaul,7608 Menual Blvd NE,Albuquerque,New Mexico,87110,(505) 461-4920,koueis@oasiscannabisnm.com,hybrid,35.108791,-106.559398,true
384059,Oasis Cannabis Co - Belen,oasis-cannabis-co-belen,300 Rio Communities Blvd,Rio Communities,New Mexico,87002,(505) 200-9052,help@oasiscannabisnm.com,hybrid,34.64804,-106.7333,true
384058,Oasis Cannabis Co - Montgomery,oasis-cannabis-co-montgomery,9880 Montgomery Blvd NE STE C,Albuquerque,New Mexico,87111,(505) 327-7822,help@oasiscannabisnm.com,recreational,35.130098,-106.531191,true
346653,Cookies Weed Dispensary Albuquerque,blue-whale-enterprises-dba-cookies-new-mexico,1340 Broadway Blvd NE,Albuquerque,New Mexico,87102,(505) 548-5066,info@cookiesnm.co,hybrid,35.09636,-106.641572,true
317462,Colfax Cannabis Company,colfax-cannabis-company,1144 S. 2nd Street,Raton,New Mexico,87740,(575) 245-9333,stevie@colfaxcannabiscompany.com,hybrid,36.88539,-104.440472,true
361593,High Supply Cannabis Dispensary,high-supply-cannabis-llc,106 N Main Ave,Portales,New Mexico,88130,(575) 226-8468,highsupply@highsupplycannabisllc.com,hybrid,34.187157,-103.337309,true
401307,Oasis Cannabis Co - Gibson: Open Now!,oasis-cannabis-co-gibson,5910 Gibson Blvd SE,Albuquerque,New Mexico,87108,(505) 560-3464,help@oasiscannabisnm.com,hybrid,35.05801,-106.5761,true
360918,285 South Dispensary,285-south-dispensary,1725 SE Main St Suite B,Roswell,New Mexico,88203,(575) 208-2899,salcidomelanie3@gmail.com,hybrid,33.37158,-104.51666,true
63717,Urban Wellness - Paseo,urban-wellness-3,7610 Carmel Ave NE Suite B,Albuquerque,New Mexico,87122,(505) 900-3792,contact@urbanwellnessnm.com,hybrid,35.176634,-106.558687,true
320873,Deep Sky Cannabis,deep-sky-cannabis,1320 Luana street,Santa Fe,New Mexico,87505,(505) 216-6513,Deepskycannabis@gmail.com,hybrid,35.660962,-105.983252,true
52802,PurLife Dispensary - Montgomery,purlife-dispensary-montgomery,9800 Montgomery Blvd NE #9,Albuquerque,New Mexico,87111,(505) 832-7934,montgomeryinfo@naturesmedicines.com,hybrid,35.13055,-106.53199,true
352733,Urban Wellness - Las Cruces,urban-wellness-102,"3830 E Lohman Ave Bldg. 1, Suite 03",Las Cruces,New Mexico,88011,(575) 652-3859,contact@urbanwellnessnm.com,hybrid,32.318451,-106.735489,true
53313,Urban Wellness - Paradise,urban-wellness-paradise,4601 Paradise Blvd Northwest Suite H,Albuquerque,New Mexico,87114,(505) 369-0092,contact@urbanwellnessnm.com,hybrid,35.184312,-106.67373,true
344731,Mesa Flowers Canna Co,mesa-flowers-canna-co,617 S Cochran,Hobbs,New Mexico,88240,(575) 393-2231,mesaflowers2022@gmail.com,hybrid,32.69495,-103.14137,true
314455,Urban Wellness - Academy,urban-wellness-academy,6220 San Mateo Blvd,Albuquerque,New Mexico,87109,(505) 433-5181,contact@urbanwellnessnm.com,hybrid,35.147535,-106.585425,true
378783,Gnomad - Roswell,gnomad-roswell,"3606 N Main St, Unit 500",Roswell,New Mexico,88201,(575) 208-0642,contactsus@gnomadcannaco.com,hybrid,33.44178,-104.5238,true
318149,Alta Vida,alta-vida,3100 San Mateo BLVD NE,Albuquerque,New Mexico,87110,(505) 433-5114,altavidanm@gmail.com,hybrid,35.11738,-106.58599,true
316638,Urban Wellness - Montano,urban-wellness-99,405 Montano Rd NE Suite 5,Albuquerque,New Mexico,87107,(505) 554-2765,contact@urbanwellnessnm.com,hybrid,35.13695,-106.627158,true
342912,Urban Wellness - Rio Rancho,urban-wellness-100,1660 NM 528 SE Ste 105,Rio Rancho,New Mexico,87124,(505) 420-5961,contact@urbanwellnessnm.com,hybrid,35.2324,-106.656,true
48023,Urban Wellness - San Mateo,urban-wellness-2,2910 San Mateo Blvd #5,Albuquerque,New Mexico,87110,(505) 508-3305,contact@urbanwellnessnm.com,hybrid,35.115158,-106.586035,true
314454,Urban Wellness - 98th Street,urban-wellness-98th-street,120 98th Street NW,Albuquerque,New Mexico,87121,(505) 554-1624,contact@urbanwellnessnm.com,hybrid,35.075,-106.74202,true
321124,GNOMAD Canna Co - Tatum,gnomad,223 w Broadway St.,Tatum,New Mexico,88267,(575) 398-9333,contactsus@gnomadcannaco.com,hybrid,33.25658,-103.31983,true
354529,Oasis Cannabis Co - Las Vegas,oasis-cannabis-las-vegas,2201 N. Grand Ave,Las Vegas,New Mexico,87701,(505) 421-6186,koueis@oasiscannabisnm.com,hybrid,35.62187,-105.206101,true
52065,PurLife Dispensary - Tramway,mj-expresso-abq,417 Tramway Blvd. Suite #2,Albuquerque,New Mexico,87123,(505) 695-2432,Tramway@purlifenm.com,hybrid,35.073236,-106.496939,true
346336,High Tides Dispensary,high-tides-dispensary,5007 Lomas blvd,Albuquerque,New Mexico,87110,(505) 595-3726,Hightidesabq@gmail.com,hybrid,35.08785,-106.58919,true
328828,PurLife - Santa Fe,purlife-dispensary-santa-fe,3140 Cerrillos Rd Suite L,Santa Fe,New Mexico,87507,(505) 303-3357,xavierh@naturesmedicines.com,hybrid,35.65316,-105.99486,true
364914,Boutique High Dispensary,boutique-high-dispensary,13025 Lomas Blvd NE B,Albuquerque,New Mexico,87112,(505) 219-3162,ben@boutiquehigh.com,hybrid,35.086868,-106.50218,true
349258,Dank Of The West,dank-of-the-west,1501 East Route 66 Boulevard,Tucumcari,New Mexico,88401,(575) 936-9456,lucasjason74@gmail.com,hybrid,35.17206,-103.70767,true
354524,Oasis Cannabis Co - Clovis,oasis-cannabis-clovis,816 N. Prince St,Clovis,New Mexico,88101,(575) 221-3271,koueis@oasiscannabisnm.com,hybrid,34.40645,-103.196824,true
345779,LovingBud Dispensary & Drive-Thru,loving-bud-dispensary,609 Tatum Highway,Lovington,New Mexico,88260,(505) 370-1455,jjholmes27@gmail.com,hybrid,32.96663,-103.3441,true
352904,Happy Herb Releaf Dispensary,happy-herb-dispensary,2005 Highway 180 Suite 300,Silver City,New Mexico,88061,(575) 597-9333,happyherbreleaf@gmail.com,hybrid,32.81287,-108.265485,true
354523,Oasis Cannabis Co - Portales,oasis-cannabis-portales-coming-soon,1604 S Avenue D,Portales,New Mexico,88130,(575) 500-3194,koueis@oasiscannabisnm.com,hybrid,34.173636,-103.335245,true
402525,BOGO Cannabis - Montgomery,bogo-cannabis-montgomery,3504 Montgomery Blvd NE,Albuquerque,New Mexico,87107,(505) 249-4985,info@bogocannabis.com,hybrid,35.13065,-106.606207,true
328966,The Vault,the-vault-8,320 w River Street,Red River,New Mexico,87558,(575) 316-9404,vaultredriver@gmail.com,hybrid,36.706125,-105.40491,true
397672,BOGO Cannabis - Las Cruces,bogo-cannabis-las-cruces,1455 Hickory Dr Suite 1B,Mesilla,New Mexico,88005,(505) 494-4318,info@bogocannabis.com,hybrid,32.290289,-106.786541,true
373871,Hot Springs Cannabis,hot-springs-cannabis,412 Date St Truth or Consequences,Truth or Consequences,New Mexico,87901,(575) 952-6466,hotspringscannabis@gmail.com,hybrid,33.155365,-107.24918,true
357179,Altitude Cannabis Dispensary - Paseo Del Norte,altitude-cannabis-dispensary-paseo-del-norte,8110 Louisiana Blvd NE,Albuquerque,New Mexico,87113,(505) 460-3900,contact@nmaltitude.com,recreational,35.175532,-106.568284,true
374048,Dispensary Near Me - Sunland,dispensary-near-me-sunland,1290 McNutt RD,Sunland Park,New Mexico,88063,(575) 332-4066,dispensarynearmenm@gmail.com,hybrid,31.795908,-106.560998,true
325968,PurLife Dispensary- Roswell,purlife-roswell,325 S Main St,Roswell,New Mexico,88203,(575) 433-2672,purlifenm@gmail.com,hybrid,33.39006,-104.52234,true
367247,Urban Wellness Express - Isleta,urban-wellness-express-isleta,"1605 Isleta Blvd. SW, Ste D",Albuquerque,New Mexico,87105,(505) 312-8429,contact@urbanwellnessnm.com,hybrid,35.052837,-106.678786,true
359187,Deming Clone Bar and Dispensary,clone-bar,1802 E Pine St,Deming,New Mexico,88030,(575) 936-4139,dajuanclonebar@gmail.com,recreational,32.26838,-107.73862,true
408065,Oasis Cannabis Co - Unser: Now Open!,oasis-cannabis-co-unser,10660 UNSER BLVD NW SUITE G,Albuquerque,New Mexico,87114,(505) 484-2739,koueis@oasiscannabisnm.com,recreational,35.211853,-106.69851,true
337769,Tafoya Farms - 4th Street,tafoya-farms,3313 4th St NW,Albuquerque,New Mexico,87107,(505) 554-2898,Tafoyafarmsnm@gmail.com,hybrid,35.11659,-106.64585,true
338974,Blazed Cannabis,blazed-cannabis-1,"7 Avenida Vista Grande, Unit D-1",Santa Fe,New Mexico,87505,(505) 930-5399,Blazedcannabisnm@gmail.com,hybrid,35.53909091745005,-105.8913174749677,true
326832,Red Gorilla Greens Dispensary,red-gorilla-greens-dispensary,1100 4TH ST NW,Albuquerque,New Mexico,87102,(505) 200-0623,redgorillagreens@gmail.com,hybrid,35.09527,-106.64921,true
326011,Altitude Dispensary - Rio Rancho,altitude-1,1100 State Highway 528 NE Suite A,Rio Rancho,New Mexico,87144,(505) 456-3500,contact@nmaltitude.com,hybrid,35.27656,-106.61508,true
399581,BOGO Cannabis - Los Lunas,bogo-cannabis-los-lunas,3459 MAIN ST STE E,Los Lunas,New Mexico,87031,(505) 554-1980,carino.padilla@gmail.com,hybrid,34.808985,-106.699625,true
407428,1UP Dispensary,1up-dispensary,301 Central Ave NW,Albuquerque,New Mexico,87102,(505) 270-1207,1updispensary@proton.me,hybrid,35.084666,-106.650594,true
375423,Urban Wellness - Bernalillo,urban-wellness-bernalillo,115 US 550,Bernalillo,New Mexico,87004,(505) 295-3338,contact@urbanwellnessnm.com,hybrid,35.319195,-106.545705,true
344096,911 Kronic,911-kronic,911 W. Apache,Farmington,New Mexico,87401,(505) 325-0919,911kronic@gmail.com,hybrid,36.73372,-108.22193,true
398650,High Tymes,frost-station-cannabis-dba-high-tymes,508 Highway 85,Socorro,New Mexico,87801,(575) 835-2607,support@froststationcannabis.com,hybrid,34.052289,-106.891058,true
405290,Happy Herbs Bayard,happy-herbs-2,1103 Tom Foy Blvd,Bayard,New Mexico,88023,(575) 537-4877,bayardhappyherb@gmail.com,recreational,32.758299,-108.14093,true
379868,Altitude Dispensary - Vista Oeste,altitude-dispensary-vista-oeste,2105 Vista Oeste NW Suite D,Albuquerque,New Mexico,87120,(505) 533-2700,contact@nmaltitude.com,hybrid,35.108119,-106.730362,true
404134,Oasis Cannabis Co - Gallup,oasis-cannabis-co-gallup,1736 W. Maloney Avenue,Gallup,New Mexico,87301,,help@oasiscannabisnm.com,recreational,35.526279,-108.770946,true
353771,Taos 420 Cannabis & Coffee,taos-420-cannabis-coffee-1,827 Paseo Del Pueblo Norte,Taos,New Mexico,87571,(505) 437-5172,420pharmastore@gmail.com,hybrid,36.42259,-105.572278,true
365629,Urban Wellness Express - Coors,urban-wellness-express-coors,200 Coors Blvd NW,Albuquerque,New Mexico,87121,(505) 361-1371,contact@urbanwellnessnm.com,hybrid,35.082401,-106.710296,true
324286,Buffalo Bud,buffalo-buds-farming-co,910 North Pope Street,Silver City,New Mexico,88061,(575) 597-0420,buffalobudfarmingco@gmail.com,hybrid,32.77495,-108.27596,true
376452,Taos Mountain Grown Cannabis,taos-mountain-grown-cannabis,14 State HWY 150,El Prado,New Mexico,87514,(575) 779-2287,miguel@taosmountaingrown.com,hybrid,36.459703,-105.595152,true
365820,Green World Taos,green-world-taos,1034 Paseo Del Pueblo Sur,Taos,New Mexico,87571,(575) 758-0420,adrianna.jmaestas@gmail.com,hybrid,36.383982,-105.587333,true
408704,Butte Cannabis,butte-cannabis,505 Hwy 195,Elephant Butte,New Mexico,87935,(575) 223-2373,savageloomis@gmail.com,hybrid,33.186501,-107.219485,true
405819,Mother Earth cannabis company,mother-earth-cannabis-company,2743 Hwy 35,Mimbres,New Mexico,88049,(575) 536-2900,test@test.com,recreational,32.855908,-107.980025,true
405289,Happy Herbs 3,happy-herbs-3,412 Silver Heights Blvd,Silver City,New Mexico,88061,(575) 242-1117,happyherbsdispensary3@gmail.com,recreational,32.782452,-108.271358,true
408787,Urban Wellness - Taos,urban-wellness-taos,1033A Paseo Del Pueblo Sur,Taos,New Mexico,87571,(575) 224-3254,contact@urbanwellnessnm.com,hybrid,36.383703,-105.586407,true
369509,Tafoya Farms - Ellison,tafoya-farms-ellison,3700 Ellison Dr NW Ste E2,Albuquerque,New Mexico,87114,(505) 322-2307,Tafoyafarmsnm@gmail.com,hybrid,35.206635,-106.653488,true
409163,Bud Board Dispensary - Smoke Shop & Lounge,bud-board-dispensary-2,4105 National Parks Hwy,Carlsbad,New Mexico,88220,(575) 341-8085,marketing@budboard.biz,recreational,32.369668,-104.233658,true
325841,Green Therapy Dispensary,green-therapy-dispensary-1,460 S County Line Dr Suite F,Chaparral,New Mexico,88081,(915) 279-6123,greentherapy.nm@gmail.com,hybrid,32.0318,-106.37774,true
347694,Ganjika Gardens,ganjika-gardens,1245 Riley Way,Chaparral,New Mexico,88081,(855) 426-5452,Jmperez@ganjikagardens.onmicrosoft.com,hybrid,32.01262,-106.3251,true
328276,Dark Matter - Sunland Park,dark-matter-sunland-park,1615 Appaloosa Dr.,Sunland Park,New Mexico,88063,(575) 332-4397,hello@darkmattercanna.com,recreational,31.80099,-106.56529,true
320916,Munchiez Cannabis Ruidoso,munchiez-cannabis,1715 Sudderth Dr,Ruidoso,New Mexico,88345,(575) 202-9709,munchiezcannabis@gmail.com,hybrid,33.327625,-105.663085,true
328002,Top Crop - Las Cruces,top-crop-cannabis-co-las-cruces,2240 E. Lohman Ave. Suite 1,Las Cruces,New Mexico,88001,(575) 556-9876,brian@topcropor.com,hybrid,32.312295,-106.75254,true
323293,Love Cannabis - Eubank Blvd.,love-cannabis,1220 Eubank Blvd NE,Albuquerque,New Mexico,87112,(505) 312-8275,lovecannabisllc@gmail.com,hybrid,35.093485,-106.53226,true
356510,Baked Chicken Farm,baked-chicken-farm,2702 W. Amador Suite A,Las Cruces,New Mexico,88005,(575) 218-7131,info@bakedchickenfarm.com,hybrid,32.296748,-106.812526,true
325333,Spaced Cannabinoid Co.,tnm-holdings,800 Wheeler Ave,Texico,New Mexico,88135,(575) 482-9574,Carson@htxprocessing.com,hybrid,34.38907,-103.05158,true
359195,Score 420 Las Cruces,score-420-las-cruces,2821 north telshor blvd,Las Cruces,New Mexico,88011,(575) 449-4514,james@score420.io,recreational,32.348859,-106.765211,true
319284,Mr Buds,mr-buds-1,408 North Norris St,Clovis,New Mexico,88101,(575) 218-3254,Mike@mrbudsdispensary.com,hybrid,34.40233,-103.17932,true
348840,Breaking Bud Dispensary,breaking-bud-dispensary,8715 Central Ave NW,Albuquerque,New Mexico,87121,(505) 353-7666,breakingbudcentral@gmail.com,hybrid,35.0757,-106.73174,true
320720,Organ Mountain Cannabis,organ-mountain-cannabis,1590 E Lohman Ave,Las Cruces,New Mexico,88001,(575) 523-5006,troy@organmountaincannabis.com,hybrid,32.30912,-106.76232,true
